Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
17.04.2020 00:00:00;101;429;13;-341;6456
18.04.2020 00:00:00;60;252;17;-209;6660
19.04.2020 00:00:00;47;165;16;-134;3312
20.04.2020 00:00:00;68;385;9;-326;3705
21.04.2020 00:00:00;71;427;18;-374;6069
22.04.2020 00:00:00;75;256;12;-193;12776
23.04.2020 00:00:00;60;247;6;-193;4041
24.04.2020 00:00:00;79;266;7;-194;6851
25.04.2020 00:00:00;62;134;14;-86;8403
26.04.2020 00:00:00;35;105;9;-79;6542
27.04.2020 00:00:00;70;202;4;-136;4906
28.04.2020 00:00:00;50;164;13;-127;7041
29.04.2020 00:00:00;61;175;6;-120;8176
30.04.2020 00:00:00;54;201;6;-153;8645
01.05.2020 00:00:00;37;111;3;-77;7680
02.05.2020 00:00:00;28;79;2;-53;5540
03.05.2020 00:00:00;11;60;6;-55;4736
04.05.2020 00:00:00;30;151;3;-124;4716
05.05.2020 00:00:00;55;124;3;-72;6812
06.05.2020 00:00:00;46;119;4;-77;6371
07.05.2020 00:00:00;37;120;2;-85;5640
08.05.2020 00:00:00;51;167;5;-121;6175
09.05.2020 00:00:00;31;73;4;-46;7621
10.05.2020 00:00:00;14;57;2;-45;4818
11.05.2020 00:00:00;67;92;2;-27;2976
12.05.2020 00:00:00;37;89;1;-53;9830
13.05.2020 00:00:00;52;79;1;-28;6938
14.05.2020 00:00:00;53;73;3;-23;8354
15.05.2020 00:00:00;84;72;0;12;6745
16.05.2020 00:00:00;15;53;1;-39;6042
17.05.2020 00:00:00;26;26;1;-1;5116
18.05.2020 00:00:00;59;52;3;4;3560
19.05.2020 00:00:00;61;71;1;-11;6366
20.05.2020 00:00:00;30;51;3;-24;7157
21.05.2020 00:00:00;31;57;2;-28;6045
22.05.2020 00:00:00;29;50;3;-24;4851
23.05.2020 00:00:00;24;46;1;-23;5875
24.05.2020 00:00:00;31;39;0;-8;5494
25.05.2020 00:00:00;25;59;1;-35;3484
26.05.2020 00:00:00;22;89;2;-69;5844
27.05.2020 00:00:00;50;75;0;-25;7521
28.05.2020 00:00:00;19;81;0;-62;8666
29.05.2020 00:00:00;42;56;1;-15;6930
30.05.2020 00:00:00;32;37;0;-5;7841
31.05.2020 00:00:00;5;35;0;-30;6391
01.06.2020 00:00:00;19;34;1;-16;3286
02.06.2020 00:00:00;16;59;0;-43;4558
03.06.2020 00:00:00;52;37;3;12;6580
04.06.2020 00:00:00;17;48;2;-33;8508
05.06.2020 00:00:00;67;27;1;39;7983
06.06.2020 00:00:00;31;24;0;7;6463
07.06.2020 00:00:00;25;27;0;-2;3685
08.06.2020 00:00:00;24;54;1;-31;5164
09.06.2020 00:00:00;15;28;2;-15;6160
10.06.2020 00:00:00;34;36;2;-4;5423
11.06.2020 00:00:00;22;31;0;-9;3967
12.06.2020 00:00:00;37;26;0;11;6270
13.06.2020 00:00:00;22;26;1;-5;4395
14.06.2020 00:00:00;18;16;3;-1;3864
15.06.2020 00:00:00;53;33;5;15;2830
16.06.2020 00:00:00;19;21;2;-4;5030
17.06.2020 00:00:00;31;38;1;-8;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;35;1;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;1;15;2376
22.06.2020 00:00:00;31;39;1;-9;5216
23.06.2020 00:00:00;43;36;2;5;6673
24.06.2020 00:00:00;35;23;2;10;6111
25.06.2020 00:00:00;44;32;1;11;5659
26.06.2020 00:00:00;74;25;0;49;6199
27.06.2020 00:00:00;45;30;2;13;7053
28.06.2020 00:00:00;63;22;1;40;5025
29.06.2020 00:00:00;49;35;1;13;3855
30.06.2020 00:00:00;102;32;0;70;6381
01.07.2020 00:00:00;95;31;0;64;8110
02.07.2020 00:00:00;80;43;0;37;7834
03.07.2020 00:00:00;134;45;1;88;6805
04.07.2020 00:00:00;105;24;0;81;7174
05.07.2020 00:00:00;76;31;0;45;5125
06.07.2020 00:00:00;69;38;0;31;6301
07.07.2020 00:00:00;91;46;0;45;6044
08.07.2020 00:00:00;117;46;0;71;8071
09.07.2020 00:00:00;73;52;0;21;7507
10.07.2020 00:00:00;104;60;0;44;7757
11.07.2020 00:00:00;91;55;2;34;8225
12.07.2020 00:00:00;52;45;1;6;5031
13.07.2020 00:00:00;98;84;1;13;3876
14.07.2020 00:00:00;120;114;0;6;7512
15.07.2020 00:00:00;133;81;1;51;8165
16.07.2020 00:00:00;141;111;0;30;10052
17.07.2020 00:00:00;125;144;0;-19;8068
18.07.2020 00:00:00;81;61;0;20;8677
19.07.2020 00:00:00;87;55;0;32;5579
20.07.2020 00:00:00;87;102;2;-17;49767
21.07.2020 00:00:00;140;129;0;11;7164
22.07.2020 00:00:00;162;89;0;73;9081
23.07.2020 00:00:00;117;91;1;25;11350
24.07.2020 00:00:00;153;105;0;48;7810
25.07.2020 00:00:00;112;84;1;27;7049
26.07.2020 00:00:00;102;62;0;40;7008
27.07.2020 00:00:00;95;154;3;-62;5271
28.07.2020 00:00:00;154;148;0;6;8037
29.07.2020 00:00:00;102;119;1;-18;9396
30.07.2020 00:00:00;189;121;0;68;9434
31.07.2020 00:00:00;121;134;0;-13;10425
01.08.2020 00:00:00;62;96;0;-34;7358
02.08.2020 00:00:00;70;92;1;-23;7495
03.08.2020 00:00:00;95;183;0;-88;5123
04.08.2020 00:00:00;82;162;0;-80;6341
05.08.2020 00:00:00;158;154;1;3;7124
06.08.2020 00:00:00;120;124;1;-5;13373
07.08.2020 00:00:00;91;137;1;-47;10030
08.08.2020 00:00:00;105;91;1;13;7934
09.08.2020 00:00:00;71;69;0;2;6629
10.08.2020 00:00:00;158;139;0;19;3890
11.08.2020 00:00:00;186;98;2;86;8750
12.08.2020 00:00:00;192;136;1;55;8510
13.08.2020 00:00:00;252;97;2;153;8490
14.08.2020 00:00:00;349;111;1;237;11924
15.08.2020 00:00:00;158;81;0;77;5922
16.08.2020 00:00:00;167;76;0;91;9136
17.08.2020 00:00:00;257;111;0;146;5577
18.08.2020 00:00:00;246;146;0;100;13821
19.08.2020 00:00:00;350;131;1;218;11283
20.08.2020 00:00:00;332;144;0;188;12266
21.08.2020 00:00:00;300;206;1;93;13972
22.08.2020 00:00:00;226;147;0;79;11746
23.08.2020 00:00:00;190;157;0;33;7832
24.08.2020 00:00:00;240;203;1;36;6219
25.08.2020 00:00:00;299;228;0;71;8883
26.08.2020 00:00:00;320;221;0;99;9110
27.08.2020 00:00:00;226;261;0;-35;14044
28.08.2020 00:00:00;390;339;0;51;14701
29.08.2020 00:00:00;233;177;0;56;12799
30.08.2020 00:00:00;223;209;0;14;11349
31.08.2020 00:00:00;220;236;1;-17;8619
01.09.2020 00:00:00;283;216;1;66;12416
02.09.2020 00:00:00;432;260;0;172;17441
03.09.2020 00:00:00;368;316;0;52;11689
04.09.2020 00:00:00;380;374;2;4;14232
05.09.2020 00:00:00;216;220;0;-4;11318
06.09.2020 00:00:00;369;168;0;201;8018
07.09.2020 00:00:00;397;315;0;82;10398
08.09.2020 00:00:00;552;312;1;239;10254
09.09.2020 00:00:00;693;259;0;434;11582
10.09.2020 00:00:00;600;223;4;373;14971
11.09.2020 00:00:00;930;378;4;548;13789
12.09.2020 00:00:00;413;232;2;179;14674
13.09.2020 00:00:00;416;263;0;153;10573
14.09.2020 00:00:00;821;282;1;538;9342
15.09.2020 00:00:00;721;370;0;351;13100
16.09.2020 00:00:00;855;339;4;512;15331
17.09.2020 00:00:00;804;412;3;389;15272
18.09.2020 00:00:00;876;489;3;384;18854
19.09.2020 00:00:00;667;343;0;324;18134
20.09.2020 00:00:00;469;380;4;85;12584
21.09.2020 00:00:00;580;679;3;-102;13412
22.09.2020 00:00:00;719;630;3;86;14552
23.09.2020 00:00:00;805;652;5;148;16617
24.09.2020 00:00:00;659;590;3;66;18518
25.09.2020 00:00:00;760;860;3;-103;20409
26.09.2020 00:00:00;587;579;3;5;17443
27.09.2020 00:00:00;549;420;5;124;9865
28.09.2020 00:00:00;737;802;1;-66;14493
29.09.2020 00:00:00;753;743;5;5;16586
30.09.2020 00:00:00;854;720;1;133;31409
01.10.2020 00:00:00;791;645;6;140;18586
02.10.2020 00:00:00;1015;856;5;154;21839
03.10.2020 00:00:00;717;578;4;135;15456
04.10.2020 00:00:00;735;435;8;292;12505
05.10.2020 00:00:00;928;584;8;336;11895
06.10.2020 00:00:00;1082;669;8;405;18237
07.10.2020 00:00:00;1271;723;6;542;18589
08.10.2020 00:00:00;1111;717;8;386;21762
09.10.2020 00:00:00;1258;778;5;475;18575
10.10.2020 00:00:00;1009;688;6;315;19956
11.10.2020 00:00:00;831;594;9;228;13876
12.10.2020 00:00:00;1144;846;9;289;13668
13.10.2020 00:00:00;1318;790;5;523;21708
14.10.2020 00:00:00;1438;873;5;560;17033
15.10.2020 00:00:00;1523;791;6;726;19813
16.10.2020 00:00:00;1773;1122;8;643;16119
17.10.2020 00:00:00;1440;822;16;602;25109
18.10.2020 00:00:00;1201;673;8;520;15315
19.10.2020 00:00:00;1589;1044;12;533;14550
20.10.2020 00:00:00;1987;1029;12;946;19469
21.10.2020 00:00:00;2647;862;18;1767;21077
22.10.2020 00:00:00;3234;1010;19;2205;25278
23.10.2020 00:00:00;3344;1217;11;2116;28024
24.10.2020 00:00:00;2964;1018;11;1935;24189
25.10.2020 00:00:00;2471;943;18;1510;17744
26.10.2020 00:00:00;2761;1055;25;1681;23216
27.10.2020 00:00:00;4382;1467;28;2887;14112
28.10.2020 00:00:00;4470;1863;31;2576;27379
29.10.2020 00:00:00;5062;1831;35;3196;24506
30.10.2020 00:00:00;5702;2425;36;3241;26421
31.10.2020 00:00:00;4799;2087;46;2666;28742
01.11.2020 00:00:00;4471;1879;33;2559;23316
02.11.2020 00:00:00;5187;2436;37;2714;23450
03.11.2020 00:00:00;6351;2572;53;3726;25881
04.11.2020 00:00:00;7101;2879;55;4167;29433
05.11.2020 00:00:00;6956;2930;58;3968;28133
06.11.2020 00:00:00;8107;3975;43;4089;33067
07.11.2020 00:00:00;5327;3563;66;1698;29810
08.11.2020 00:00:00;5741;3370;50;2321;26867
09.11.2020 00:00:00;6257;4164;72;2021;26376
10.11.2020 00:00:00;7467;4416;64;2987;26540
11.11.2020 00:00:00;9222;4816;73;4333;31571
12.11.2020 00:00:00;8256;5242;79;2935;38226
13.11.2020 00:00:00;6995;6406;92;497;32328
14.11.2020 00:00:00;5116;6154;83;-1121;33067
15.11.2020 00:00:00;4630;5403;78;-851;27080
16.11.2020 00:00:00;6067;6178;90;-201;26232
17.11.2020 00:00:00;7554;6429;96;1029;29050
18.11.2020 00:00:00;6458;5998;82;378;33128
19.11.2020 00:00:00;6656;6192;100;364;31316
20.11.2020 00:00:00;6480;7661;109;-1290;33190
21.11.2020 00:00:00;5176;6325;97;-1246;30808
22.11.2020 00:00:00;2459;5755;86;-3382;29831
23.11.2020 00:00:00;4628;6281;105;-1758;20422
24.11.2020 00:00:00;5775;6578;93;-896;28070
25.11.2020 00:00:00;5387;5895;108;-616;30569
26.11.2020 00:00:00;5050;5714;105;-769;33318
27.11.2020 00:00:00;4246;6720;108;-2582;27048
28.11.2020 00:00:00;3749;5371;106;-1728;40205
29.11.2020 00:00:00;2407;5160;100;-2853;22197
30.11.2020 00:00:00;3390;5809;108;-2527;15054
01.12.2020 00:00:00;3940;5902;118;-2080;23192
02.12.2020 00:00:00;3591;6012;115;-2536;27862
03.12.2020 00:00:00;3656;5396;120;-1860;31294
04.12.2020 00:00:00;3590;5764;111;-2285;28674
05.12.2020 00:00:00;2878;4675;106;-1903;20053
06.12.2020 00:00:00;2067;3684;89;-1706;18118
07.12.2020 00:00:00;2519;4510;107;-2098;14577
08.12.2020 00:00:00;2640;4443;95;-1898;19643
09.12.2020 00:00:00;2489;3928;108;-1547;20351
10.12.2020 00:00:00;3110;4078;96;-1064;27915
11.12.2020 00:00:00;2842;3885;113;-1156;25394
12.12.2020 00:00:00;2638;3363;73;-798;30917
13.12.2020 00:00:00;2488;2740;79;-331;21202
14.12.2020 00:00:00;2738;3257;96;-615;17562
15.12.2020 00:00:00;2748;3756;82;-1090;21037
16.12.2020 00:00:00;2388;3067;83;-762;28747
17.12.2020 00:00:00;1956;3146;85;-1275;28216
18.12.2020 00:00:00;2154;2932;82;-860;31414
19.12.2020 00:00:00;1487;2465;63;-1041;33800
20.12.2020 00:00:00;1356;2443;66;-1153;24990
21.12.2020 00:00:00;2177;2885;54;-762;20957
22.12.2020 00:00:00;2607;3063;69;-525;29463
23.12.2020 00:00:00;2859;2942;71;-154;38440
24.12.2020 00:00:00;1753;2437;58;-742;29151
25.12.2020 00:00:00;1252;2155;48;-951;21616
26.12.2020 00:00:00;1142;1836;62;-756;14425
27.12.2020 00:00:00;1696;1759;33;-96;9909
28.12.2020 00:00:00;1977;1177;37;763;21246
