Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
17.04.2020 00:00:00;101;419;13;-331;6456
18.04.2020 00:00:00;60;255;17;-212;6660
19.04.2020 00:00:00;47;162;16;-131;3312
20.04.2020 00:00:00;68;385;9;-326;3705
21.04.2020 00:00:00;71;428;18;-375;6069
22.04.2020 00:00:00;75;258;12;-195;12776
23.04.2020 00:00:00;60;246;6;-192;4041
24.04.2020 00:00:00;79;264;7;-192;6851
25.04.2020 00:00:00;62;136;14;-88;8403
26.04.2020 00:00:00;35;104;9;-78;6542
27.04.2020 00:00:00;70;200;4;-134;4906
28.04.2020 00:00:00;51;165;13;-127;7041
29.04.2020 00:00:00;61;174;6;-119;8176
30.04.2020 00:00:00;54;201;6;-153;8645
01.05.2020 00:00:00;37;111;3;-77;7680
02.05.2020 00:00:00;28;80;2;-54;5540
03.05.2020 00:00:00;11;60;6;-55;4736
04.05.2020 00:00:00;30;151;3;-124;4716
05.05.2020 00:00:00;55;124;3;-72;6812
06.05.2020 00:00:00;46;118;4;-76;6371
07.05.2020 00:00:00;37;119;2;-84;5640
08.05.2020 00:00:00;51;167;5;-121;6175
09.05.2020 00:00:00;31;72;4;-45;7621
10.05.2020 00:00:00;14;57;2;-45;4818
11.05.2020 00:00:00;67;92;2;-27;2976
12.05.2020 00:00:00;37;88;1;-52;9830
13.05.2020 00:00:00;52;79;1;-28;6938
14.05.2020 00:00:00;53;75;3;-25;8354
15.05.2020 00:00:00;85;70;0;15;6745
16.05.2020 00:00:00;15;53;1;-39;6042
17.05.2020 00:00:00;26;26;1;-1;5116
18.05.2020 00:00:00;59;52;3;4;3560
19.05.2020 00:00:00;61;69;1;-9;6366
20.05.2020 00:00:00;30;50;3;-23;7157
21.05.2020 00:00:00;31;57;2;-28;6045
22.05.2020 00:00:00;29;49;3;-23;4851
23.05.2020 00:00:00;24;46;1;-23;5875
24.05.2020 00:00:00;31;40;0;-9;5494
25.05.2020 00:00:00;25;59;1;-35;3484
26.05.2020 00:00:00;22;88;2;-68;5844
27.05.2020 00:00:00;50;75;0;-25;7521
28.05.2020 00:00:00;19;82;0;-63;8666
29.05.2020 00:00:00;42;55;1;-14;6930
30.05.2020 00:00:00;32;32;0;0;7841
31.05.2020 00:00:00;5;35;0;-30;6391
01.06.2020 00:00:00;19;31;1;-13;3286
02.06.2020 00:00:00;16;68;0;-52;4558
03.06.2020 00:00:00;52;37;3;12;6580
04.06.2020 00:00:00;17;48;2;-33;8508
05.06.2020 00:00:00;67;25;1;41;7983
06.06.2020 00:00:00;31;24;0;7;6463
07.06.2020 00:00:00;25;27;0;-2;3685
08.06.2020 00:00:00;24;54;1;-31;5164
09.06.2020 00:00:00;15;28;2;-15;6160
10.06.2020 00:00:00;34;36;2;-4;5423
11.06.2020 00:00:00;22;31;0;-9;3967
12.06.2020 00:00:00;37;26;0;11;6270
13.06.2020 00:00:00;22;26;1;-5;4395
14.06.2020 00:00:00;18;16;3;-1;3864
15.06.2020 00:00:00;53;33;5;15;2830
16.06.2020 00:00:00;19;21;2;-4;5030
17.06.2020 00:00:00;31;37;1;-7;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;35;1;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;1;15;2376
22.06.2020 00:00:00;31;39;1;-9;5216
23.06.2020 00:00:00;43;36;2;5;6673
24.06.2020 00:00:00;35;23;2;10;6111
25.06.2020 00:00:00;44;32;1;11;5659
26.06.2020 00:00:00;74;24;0;50;6199
27.06.2020 00:00:00;45;30;2;13;7053
28.06.2020 00:00:00;63;22;1;40;5025
29.06.2020 00:00:00;49;35;1;13;3855
30.06.2020 00:00:00;101;32;0;69;6381
01.07.2020 00:00:00;95;32;0;63;8110
02.07.2020 00:00:00;80;43;0;37;7834
03.07.2020 00:00:00;134;45;1;88;6805
04.07.2020 00:00:00;106;24;0;82;7174
05.07.2020 00:00:00;76;29;0;47;5125
06.07.2020 00:00:00;69;39;0;30;6301
07.07.2020 00:00:00;90;46;0;44;6044
08.07.2020 00:00:00;117;45;0;72;8071
09.07.2020 00:00:00;73;52;0;21;7507
10.07.2020 00:00:00;104;61;0;43;7757
11.07.2020 00:00:00;91;55;2;34;8225
12.07.2020 00:00:00;52;45;1;6;5031
13.07.2020 00:00:00;98;85;1;12;3876
14.07.2020 00:00:00;120;113;0;7;7512
15.07.2020 00:00:00;133;81;1;51;8165
16.07.2020 00:00:00;140;111;0;29;10052
17.07.2020 00:00:00;125;143;0;-18;8068
18.07.2020 00:00:00;81;61;0;20;8677
19.07.2020 00:00:00;87;55;0;32;5579
20.07.2020 00:00:00;87;101;2;-16;49767
21.07.2020 00:00:00;140;129;0;11;7164
22.07.2020 00:00:00;162;90;0;72;9081
23.07.2020 00:00:00;117;91;1;25;11350
24.07.2020 00:00:00;153;104;0;49;7810
25.07.2020 00:00:00;112;84;1;27;7049
26.07.2020 00:00:00;101;62;0;39;7008
27.07.2020 00:00:00;96;154;3;-61;5271
28.07.2020 00:00:00;153;148;0;5;8037
29.07.2020 00:00:00;102;118;1;-17;9396
30.07.2020 00:00:00;189;122;0;67;9434
31.07.2020 00:00:00;121;131;0;-10;10425
01.08.2020 00:00:00;62;94;0;-32;7358
02.08.2020 00:00:00;70;94;1;-25;7495
03.08.2020 00:00:00;95;183;0;-88;5123
04.08.2020 00:00:00;82;160;0;-78;6341
05.08.2020 00:00:00;159;154;1;4;7124
06.08.2020 00:00:00;120;124;1;-5;13373
07.08.2020 00:00:00;91;136;1;-46;10030
08.08.2020 00:00:00;104;91;1;12;7934
09.08.2020 00:00:00;71;69;0;2;6629
10.08.2020 00:00:00;158;138;0;20;3890
11.08.2020 00:00:00;185;97;2;86;8750
12.08.2020 00:00:00;192;135;1;56;8510
13.08.2020 00:00:00;251;97;2;152;8490
14.08.2020 00:00:00;349;109;1;239;11924
15.08.2020 00:00:00;158;81;0;77;5922
16.08.2020 00:00:00;169;75;0;94;9136
17.08.2020 00:00:00;258;112;0;146;5577
18.08.2020 00:00:00;248;144;0;104;13821
19.08.2020 00:00:00;350;132;1;217;11283
20.08.2020 00:00:00;331;142;0;189;12266
21.08.2020 00:00:00;301;207;1;93;13972
22.08.2020 00:00:00;228;146;0;82;11746
23.08.2020 00:00:00;191;157;0;34;7832
24.08.2020 00:00:00;240;201;1;38;6219
25.08.2020 00:00:00;302;229;0;73;8883
26.08.2020 00:00:00;319;222;0;97;9110
27.08.2020 00:00:00;226;261;0;-35;14044
28.08.2020 00:00:00;394;340;0;54;14701
29.08.2020 00:00:00;237;177;0;60;12799
30.08.2020 00:00:00;223;208;0;15;11349
31.08.2020 00:00:00;222;236;1;-15;8619
01.09.2020 00:00:00;286;216;1;69;12416
02.09.2020 00:00:00;430;263;0;167;17441
03.09.2020 00:00:00;367;317;0;50;11689
04.09.2020 00:00:00;380;372;2;6;14232
05.09.2020 00:00:00;215;220;0;-5;11318
06.09.2020 00:00:00;368;170;0;198;8018
07.09.2020 00:00:00;395;318;0;77;10398
08.09.2020 00:00:00;552;313;1;238;10254
09.09.2020 00:00:00;693;259;0;434;11582
10.09.2020 00:00:00;599;223;4;372;14971
11.09.2020 00:00:00;930;375;4;551;13789
12.09.2020 00:00:00;413;233;2;178;14674
13.09.2020 00:00:00;415;261;0;154;10573
14.09.2020 00:00:00;819;282;1;536;9342
15.09.2020 00:00:00;722;368;0;354;13100
16.09.2020 00:00:00;855;338;4;513;15331
17.09.2020 00:00:00;804;413;3;388;15272
18.09.2020 00:00:00;875;487;3;385;18854
19.09.2020 00:00:00;667;343;0;324;18134
20.09.2020 00:00:00;469;381;4;84;12584
21.09.2020 00:00:00;580;677;3;-100;13412
22.09.2020 00:00:00;719;628;3;88;14552
23.09.2020 00:00:00;804;653;5;146;16617
24.09.2020 00:00:00;658;589;3;66;18518
25.09.2020 00:00:00;760;861;3;-104;20409
26.09.2020 00:00:00;587;579;4;4;17443
27.09.2020 00:00:00;549;421;5;123;9865
28.09.2020 00:00:00;737;804;1;-68;14493
29.09.2020 00:00:00;753;744;5;4;16586
30.09.2020 00:00:00;851;721;1;129;31409
01.10.2020 00:00:00;791;643;6;142;18586
02.10.2020 00:00:00;1014;856;5;153;21839
03.10.2020 00:00:00;717;575;4;138;15456
04.10.2020 00:00:00;735;435;8;292;12505
05.10.2020 00:00:00;928;584;7;337;11895
06.10.2020 00:00:00;1081;669;8;404;18237
07.10.2020 00:00:00;1271;722;6;543;18589
08.10.2020 00:00:00;1110;715;8;387;21762
09.10.2020 00:00:00;1259;775;5;479;18575
10.10.2020 00:00:00;1009;688;6;315;19956
11.10.2020 00:00:00;831;590;9;232;13876
12.10.2020 00:00:00;1143;843;9;291;13668
13.10.2020 00:00:00;1318;787;5;526;21708
14.10.2020 00:00:00;1436;868;5;563;17033
15.10.2020 00:00:00;1523;790;6;727;19813
16.10.2020 00:00:00;1801;1112;8;681;16119
17.10.2020 00:00:00;1475;822;16;637;25109
18.10.2020 00:00:00;1208;671;8;529;15315
19.10.2020 00:00:00;1592;1047;12;533;14550
20.10.2020 00:00:00;2028;1032;12;984;19469
21.10.2020 00:00:00;2663;858;18;1787;21077
22.10.2020 00:00:00;3234;1017;19;2198;25278
23.10.2020 00:00:00;3340;1212;11;2117;28024
24.10.2020 00:00:00;2962;1027;12;1923;24189
25.10.2020 00:00:00;2467;947;18;1502;17744
26.10.2020 00:00:00;2757;1076;25;1656;23216
27.10.2020 00:00:00;4379;1469;28;2882;14112
28.10.2020 00:00:00;4471;1875;32;2564;27379
29.10.2020 00:00:00;5050;1839;36;3175;24506
30.10.2020 00:00:00;5699;2436;36;3227;26421
31.10.2020 00:00:00;4797;2086;46;2665;28742
01.11.2020 00:00:00;4469;1884;32;2553;23316
02.11.2020 00:00:00;5183;2439;38;2706;23450
03.11.2020 00:00:00;6351;2587;53;3711;25881
04.11.2020 00:00:00;7100;2890;55;4155;29433
05.11.2020 00:00:00;6957;2950;59;3948;28133
06.11.2020 00:00:00;8104;4020;43;4041;33067
07.11.2020 00:00:00;5327;3595;68;1664;29810
08.11.2020 00:00:00;5740;3392;50;2298;26867
09.11.2020 00:00:00;6258;4215;72;1971;26376
10.11.2020 00:00:00;7461;4428;64;2969;26540
11.11.2020 00:00:00;9203;4815;75;4313;31571
12.11.2020 00:00:00;8254;5285;80;2889;38226
13.11.2020 00:00:00;6988;6404;93;491;32328
14.11.2020 00:00:00;5114;6123;83;-1092;33067
15.11.2020 00:00:00;4627;5391;81;-845;27080
16.11.2020 00:00:00;6063;6193;91;-221;26232
17.11.2020 00:00:00;7548;6423;96;1029;29050
18.11.2020 00:00:00;6451;6018;83;350;33128
19.11.2020 00:00:00;6631;6163;100;368;31316
20.11.2020 00:00:00;6455;7634;112;-1291;33190
21.11.2020 00:00:00;5165;6430;99;-1364;30808
22.11.2020 00:00:00;2451;5766;86;-3401;29831
23.11.2020 00:00:00;4615;6337;105;-1827;20422
24.11.2020 00:00:00;5766;6624;95;-953;28070
25.11.2020 00:00:00;5387;5965;109;-687;30569
26.11.2020 00:00:00;5041;5776;104;-839;33318
27.11.2020 00:00:00;4241;6736;109;-2604;27048
28.11.2020 00:00:00;3748;5425;107;-1784;40205
29.11.2020 00:00:00;2408;5177;101;-2870;22197
30.11.2020 00:00:00;3389;5781;111;-2503;15054
01.12.2020 00:00:00;3926;5864;120;-2058;23192
02.12.2020 00:00:00;3590;5939;116;-2465;27862
03.12.2020 00:00:00;3659;5348;122;-1811;31294
04.12.2020 00:00:00;3592;5763;115;-2286;28674
05.12.2020 00:00:00;2874;4706;108;-1940;20053
06.12.2020 00:00:00;2064;3642;90;-1668;18118
07.12.2020 00:00:00;2517;4575;112;-2170;14577
08.12.2020 00:00:00;2642;4385;99;-1842;19643
09.12.2020 00:00:00;2492;3909;111;-1528;20351
10.12.2020 00:00:00;3099;4025;100;-1026;27915
11.12.2020 00:00:00;2846;3828;116;-1098;25394
12.12.2020 00:00:00;2632;3316;76;-760;30917
13.12.2020 00:00:00;2491;2740;86;-335;21202
14.12.2020 00:00:00;2747;3229;97;-579;17562
15.12.2020 00:00:00;2757;3669;84;-996;21037
16.12.2020 00:00:00;2393;3022;87;-716;28747
17.12.2020 00:00:00;1962;2997;89;-1124;28216
18.12.2020 00:00:00;2160;2923;84;-847;31414
19.12.2020 00:00:00;1504;2445;68;-1009;33800
20.12.2020 00:00:00;1353;2511;73;-1231;24990
21.12.2020 00:00:00;2177;2948;63;-834;20957
22.12.2020 00:00:00;2587;3217;81;-711;29463
23.12.2020 00:00:00;2849;3118;75;-344;38440
24.12.2020 00:00:00;1791;2585;68;-862;29151
25.12.2020 00:00:00;1265;2272;54;-1061;21616
26.12.2020 00:00:00;1160;1929;77;-846;14425
27.12.2020 00:00:00;1700;1937;44;-281;9909
28.12.2020 00:00:00;2121;2013;74;34;21246
29.12.2020 00:00:00;2998;2084;50;864;15563
30.12.2020 00:00:00;2717;2158;67;492;16085
31.12.2020 00:00:00;1986;2066;58;-138;26789
01.01.2021 00:00:00;1600;2376;52;-828;20462
02.01.2021 00:00:00;1648;2252;51;-655;0
03.01.2021 00:00:00;1904;1959;42;-97;-76893
04.01.2021 00:00:00;2302;2057;64;181;12601
05.01.2021 00:00:00;2978;2171;48;759;15450
06.01.2021 00:00:00;2070;1840;52;178;22630
07.01.2021 00:00:00;2016;2272;59;-315;16752
08.01.2021 00:00:00;2314;2617;48;-351;23605
09.01.2021 00:00:00;1564;2096;30;-562;19780
10.01.2021 00:00:00;1399;1897;47;-545;14175
11.01.2021 00:00:00;1725;2268;56;-599;14089
12.01.2021 00:00:00;2171;2045;53;73;2945871
13.01.2021 00:00:00;1648;2127;59;-538;124267
14.01.2021 00:00:00;1536;2055;47;-566;390264
15.01.2021 00:00:00;1556;2211;49;-704;79635
16.01.2021 00:00:00;1384;1817;51;-484;79124
17.01.2021 00:00:00;992;1646;39;-693;52039
18.01.2021 00:00:00;1625;1877;50;-302;106991
19.01.2021 00:00:00;1673;1860;38;-225;180970
20.01.2021 00:00:00;1740;1624;35;81;610150
21.01.2021 00:00:00;1795;1544;51;200;46353
22.01.2021 00:00:00;1456;1719;35;-298;58656
23.01.2021 00:00:00;1283;1383;51;-151;89237
24.01.2021 00:00:00;923;1274;31;-382;51994
25.01.2021 00:00:00;1455;1544;42;-131;67705
26.01.2021 00:00:00;1605;1504;47;54;103256
27.01.2021 00:00:00;1452;1487;36;-71;91061
28.01.2021 00:00:00;1407;1600;38;-231;92444
29.01.2021 00:00:00;1507;1732;43;-268;71028
30.01.2021 00:00:00;1099;1551;35;-487;125459
31.01.2021 00:00:00;1114;1400;34;-320;69704
01.02.2021 00:00:00;1301;1520;38;-257;126053
02.02.2021 00:00:00;1655;1529;39;87;81397
03.02.2021 00:00:00;1535;1291;29;215;181897
04.02.2021 00:00:00;1259;1338;29;-108;108302
05.02.2021 00:00:00;1384;1530;23;-169;87206
06.02.2021 00:00:00;1184;1327;27;-170;159889
07.02.2021 00:00:00;992;1051;25;-84;212647
08.02.2021 00:00:00;1264;1327;29;-92;128988
09.02.2021 00:00:00;1487;1234;29;224;310611
10.02.2021 00:00:00;1638;1327;33;278;221201
11.02.2021 00:00:00;1576;1265;24;287;231481
12.02.2021 00:00:00;1311;1400;23;-112;203715
13.02.2021 00:00:00;1176;1353;22;-199;214321
14.02.2021 00:00:00;1214;1110;20;84;139545
15.02.2021 00:00:00;1519;1333;24;162;157018
16.02.2021 00:00:00;1688;1337;20;331;291200
17.02.2021 00:00:00;1879;1273;27;579;206359
18.02.2021 00:00:00;1747;1261;21;465;274347
19.02.2021 00:00:00;2107;1503;14;590;200765
20.02.2021 00:00:00;1686;1322;19;345;236088
21.02.2021 00:00:00;1200;1249;21;-70;198975
22.02.2021 00:00:00;1977;1240;23;714;93176
23.02.2021 00:00:00;2039;1275;18;746;258396
24.02.2021 00:00:00;2405;1283;18;1104;261319
25.02.2021 00:00:00;1994;1235;18;741;268901
26.02.2021 00:00:00;2437;1504;19;914;223250
27.02.2021 00:00:00;2196;1523;22;651;318941
28.02.2021 00:00:00;1381;1337;21;23;156014
01.03.2021 00:00:00;2300;1574;15;711;95564
02.03.2021 00:00:00;2510;1508;14;988;354794
03.03.2021 00:00:00;2505;1597;20;888;244731
04.03.2021 00:00:00;2432;1751;16;665;261250
05.03.2021 00:00:00;2734;1948;17;769;259495
06.03.2021 00:00:00;2261;1691;21;549;250673
07.03.2021 00:00:00;1877;1575;14;288;158844
08.03.2021 00:00:00;2691;1785;16;890;122080
09.03.2021 00:00:00;2570;1882;18;670;395907
10.03.2021 00:00:00;2990;1742;15;1233;278184
11.03.2021 00:00:00;3092;1619;20;1453;219654
12.03.2021 00:00:00;3011;2077;24;910;357890
13.03.2021 00:00:00;2436;1982;21;433;271761
14.03.2021 00:00:00;1958;1764;21;173;167435
15.03.2021 00:00:00;2914;1927;21;966;139103
16.03.2021 00:00:00;2864;1985;20;859;355721
17.03.2021 00:00:00;3014;2004;21;989;436660
